Method, FileNum, DataSet, Time (minutes)
TimingsLogBatch, 49, 1, 0.504861
TimingsLogBatch, 50, 2, 0.537628
TimingsLogBatch, 51, 3, 0.613646
TimingsLogBatch, 52, 4, 1.460980
TimingsLogBatch, 53, 5, 2.731382
TimingsLogBatch, 54, 0, 0.464103
TimingsLogBatch, 55, 1, 0.510177
TimingsLogBatch, 56, 2, 0.544612
TimingsLogBatch, 57, 3, 0.625056
TimingsLogBatch, 58, 4, 1.489520
TimingsLogBatch, 59, 5, 2.782208
TimingsLogBatch, 60, 0, 0.466076
TimingsLogBatch, 61, 1, 0.516639
TimingsLogBatch, 62, 2, 0.553248
TimingsLogBatch, 63, 3, 0.643173
TimingsLogBatch, 64, 4, 1.617648
TimingsLogBatch, 65, 5, 3.040656
TimingsLogBatch, 66, 0, 0.471404
TimingsLogBatch, 67, 1, 0.517877
TimingsLogBatch, 68, 2, 0.554587
TimingsLogBatch, 69, 3, 0.638387
TimingsLogBatch, 70, 4, 1.547914
TimingsLogBatch, 71, 5, 2.889282
TimingsLogBatch, 72, 0, 0.457536
TimingsLogBatch, 73, 1, 0.515219
TimingsLogBatch, 74, 2, 0.545946
TimingsLogBatch, 75, 3, 0.614251
TimingsLogBatch, 76, 4, 1.385981
TimingsLogBatch, 77, 5, 2.544594
TimingsLogBatch, 78, 0, 0.463915
TimingsLogBatch, 79, 1, 0.521144
TimingsLogBatch, 80, 2, 0.550858
TimingsLogBatch, 81, 3, 0.617507
TimingsLogBatch, 82, 4, 1.407593
TimingsLogBatch, 83, 5, 2.599401
TimingsLogBatch, 84, 0, 0.470652
TimingsLogBatch, 85, 1, 0.527378
TimingsLogBatch, 86, 2, 0.557910
TimingsLogBatch, 87, 3, 0.632708
TimingsLogBatch, 88, 4, 1.470604
TimingsLogBatch, 89, 5, 2.727355
TimingsLogBatch, 90, 0, 0.466983
TimingsLogBatch, 91, 1, 0.526195
TimingsLogBatch, 92, 2, 0.556584
TimingsLogBatch, 93, 3, 0.628195
TimingsLogBatch, 94, 4, 1.437313
TimingsLogBatch, 95, 5, 2.656228
TimingsLogBatch, 96, 0, 0.489152
TimingsLogBatch, 97, 1, 0.541893
TimingsLogBatch, 98, 2, 0.575785
TimingsLogBatch, 99, 3, 0.646049
TimingsLogBatch, 100, 4, 1.464468
TimingsLogBatch, 101, 5, 2.734973
TimingsLogBatch, 102, 0, 0.494222
TimingsLogBatch, 103, 1, 0.543414
TimingsLogBatch, 104, 2, 0.573676
TimingsLogBatch, 105, 3, 0.656220
TimingsLogBatch, 106, 4, 1.583898
TimingsLogBatch, 107, 5, 2.964386
TimingsLogBatch, 108, 0, 0.506290
TimingsLogBatch, 109, 1, 0.547195
TimingsLogBatch, 110, 2, 0.582055
TimingsLogBatch, 111, 3, 0.674445
TimingsLogBatch, 112, 4, 1.667900
TimingsLogBatch, 113, 5, 3.125119
TimingsLogBatch, 114, 0, 0.485884
TimingsLogBatch, 115, 1, 0.542540
TimingsLogBatch, 116, 2, 0.571705
TimingsLogBatch, 117, 3, 0.642221
TimingsLogBatch, 118, 4, 1.408938
TimingsLogBatch, 119, 5, 2.582543
TimingsLogBatch, 120, 0, 0.473335
TimingsLogBatch, 121, 1, 0.542498
TimingsLogBatch, 122, 2, 0.568054
TimingsLogBatch, 123, 3, 0.623204
TimingsLogBatch, 124, 4, 1.288739
TimingsLogBatch, 125, 5, 2.292285
TimingsLogBatch, 126, 0, 0.482719
TimingsLogBatch, 127, 1, 0.544785
TimingsLogBatch, 128, 2, 0.571118
TimingsLogBatch, 129, 3, 0.634628
TimingsLogBatch, 130, 4, 1.352541
TimingsLogBatch, 131, 5, 2.468026
TimingsLogBatch, 132, 0, 0.499076
TimingsLogBatch, 133, 1, 0.549921
TimingsLogBatch, 134, 2, 0.575450
TimingsLogBatch, 135, 3, 0.643613
TimingsLogBatch, 136, 4, 1.394303
TimingsLogBatch, 137, 5, 2.524021
TimingsLogBatch, 138, 0, 0.511579
TimingsLogBatch, 139, 1, 0.560034
TimingsLogBatch, 140, 2, 0.596854
TimingsLogBatch, 141, 3, 0.685644
TimingsLogBatch, 142, 4, 1.654744
TimingsLogBatch, 143, 5, 3.068448
TimingsLogBatch, 144, 0, 0.508846
TimingsLogBatch, 145, 1, 0.561461
TimingsLogBatch, 146, 2, 0.595788
TimingsLogBatch, 147, 3, 0.673647
TimingsLogBatch, 148, 4, 1.564602
TimingsLogBatch, 149, 5, 2.875532
TimingsLogBatch, 150, 0, 0.520770
TimingsLogBatch, 151, 1, 0.564640
TimingsLogBatch, 152, 2, 0.602963
TimingsLogBatch, 153, 3, 0.695268
TimingsLogBatch, 154, 4, 1.695624
TimingsLogBatch, 155, 5, 3.116820
TimingsLogBatch, 156, 0, 0.523621
TimingsLogBatch, 157, 1, 0.568717
TimingsLogBatch, 158, 2, 0.609521
TimingsLogBatch, 159, 3, 0.701457
TimingsLogBatch, 160, 4, 1.692055
TimingsLogBatch, 161, 5, 3.150037
TimingsLogBatch, 162, 0, 0.501640
TimingsLogBatch, 163, 1, 0.562980
TimingsLogBatch, 164, 2, 0.589701
TimingsLogBatch, 165, 3, 0.651288
TimingsLogBatch, 166, 4, 1.359644
TimingsLogBatch, 167, 5, 2.430058
TimingsLogBatch, 168, 0, 0.525802
TimingsLogBatch, 169, 1, 0.578825
TimingsLogBatch, 170, 2, 0.622085
TimingsLogBatch, 171, 3, 0.710280
TimingsLogBatch, 172, 4, 1.679069
TimingsLogBatch, 173, 5, 3.146733
TimingsLogBatch, 174, 0, 0.509203
TimingsLogBatch, 175, 1, 0.568916
TimingsLogBatch, 176, 2, 0.593911
TimingsLogBatch, 177, 3, 0.654660
TimingsLogBatch, 178, 4, 1.311207
TimingsLogBatch, 179, 5, 2.304171
TimingsLogBatch, 180, 0, 0.535463
TimingsLogBatch, 181, 1, 0.582549
TimingsLogBatch, 182, 2, 0.620766
TimingsLogBatch, 183, 3, 0.713382
TimingsLogBatch, 184, 4, 1.689517
TimingsLogBatch, 185, 5, 3.130934
TimingsLogBatch, 186, 0, 0.525849
TimingsLogBatch, 187, 1, 0.581220
TimingsLogBatch, 188, 2, 0.612972
TimingsLogBatch, 189, 3, 0.687935
TimingsLogBatch, 190, 4, 1.504089
TimingsLogBatch, 191, 5, 2.735025
TimingsLogBatch, 192, 0, 0.518945
TimingsLogBatch, 193, 1, 0.580330
TimingsLogBatch, 194, 2, 0.608177
TimingsLogBatch, 195, 3, 0.662549
TimingsLogBatch, 196, 4, 1.328224
TimingsLogBatch, 197, 5, 2.312393
TimingsLogBatch, 198, 0, 0.534144
TimingsLogBatch, 199, 1, 0.588703
TimingsLogBatch, 200, 2, 0.619072
TimingsLogBatch, 201, 3, 0.691906
TimingsLogBatch, 202, 4, 1.505638
TimingsLogBatch, 203, 5, 2.739087
TimingsLogBatch, 204, 0, 0.547752
TimingsLogBatch, 205, 1, 0.596311
TimingsLogBatch, 206, 2, 0.633959
TimingsLogBatch, 207, 3, 0.719157
TimingsLogBatch, 208, 4, 1.668645
TimingsLogBatch, 209, 5, 3.081970
TimingsLogBatch, 210, 0, 0.540163
TimingsLogBatch, 211, 1, 0.593343
TimingsLogBatch, 212, 2, 0.623412
TimingsLogBatch, 213, 3, 0.698522
TimingsLogBatch, 214, 4, 1.478191
TimingsLogBatch, 215, 5, 2.642425
TimingsLogBatch, 216, 0, 0.533194
TimingsLogBatch, 217, 1, 0.595832
TimingsLogBatch, 218, 2, 0.619078
TimingsLogBatch, 219, 3, 0.680171
TimingsLogBatch, 220, 4, 1.345587
TimingsLogBatch, 221, 5, 2.365078
TimingsLogBatch, 222, 0, 0.560024
TimingsLogBatch, 223, 1, 0.606742
TimingsLogBatch, 224, 2, 0.646496
TimingsLogBatch, 225, 3, 0.734165
TimingsLogBatch, 226, 4, 1.690356
TimingsLogBatch, 227, 5, 3.106652
TimingsLogBatch, 228, 0, 0.545972
TimingsLogBatch, 229, 1, 0.601593
TimingsLogBatch, 230, 2, 0.628708
TimingsLogBatch, 231, 3, 0.692990
TimingsLogBatch, 232, 4, 1.404886
TimingsLogBatch, 233, 5, 2.479003
TimingsLogBatch, 234, 0, 0.559050
TimingsLogBatch, 235, 1, 0.611379
TimingsLogBatch, 236, 2, 0.648270
TimingsLogBatch, 237, 3, 0.724058
TimingsLogBatch, 238, 4, 1.603218
TimingsLogBatch, 239, 5, 2.915089
TimingsLogBatch, 240, 0, 0.546603
TimingsLogBatch, 241, 1, 0.611838
TimingsLogBatch, 242, 2, 0.634806
TimingsLogBatch, 243, 3, 0.689078
TimingsLogBatch, 244, 4, 1.343931
TimingsLogBatch, 245, 5, 2.324713
TimingsLogBatch, 246, 0, 0.567456
TimingsLogBatch, 247, 1, 0.620378
TimingsLogBatch, 248, 2, 0.654876
TimingsLogBatch, 249, 3, 0.733466
TimingsLogBatch, 250, 4, 1.611969
TimingsLogBatch, 251, 5, 2.930685
TimingsLogBatch, 252, 0, 0.573347
TimingsLogBatch, 253, 1, 0.624468
TimingsLogBatch, 254, 2, 0.659605
TimingsLogBatch, 255, 3, 0.744846
TimingsLogBatch, 256, 4, 1.667249
TimingsLogBatch, 257, 5, 3.035775
TimingsLogBatch, 258, 0, 0.581094
TimingsLogBatch, 259, 1, 0.632892
TimingsLogBatch, 260, 2, 0.675928
TimingsLogBatch, 261, 3, 0.760936
TimingsLogBatch, 262, 4, 1.709914
TimingsLogBatch, 263, 5, 3.110295
TimingsLogBatch, 264, 0, 0.569194
TimingsLogBatch, 265, 1, 0.625909
TimingsLogBatch, 266, 2, 0.654000
TimingsLogBatch, 267, 3, 0.726187
TimingsLogBatch, 268, 4, 1.494825
TimingsLogBatch, 269, 5, 2.650535
TimingsLogBatch, 270, 0, 0.578940
TimingsLogBatch, 271, 1, 0.631300
TimingsLogBatch, 272, 2, 0.658960
TimingsLogBatch, 273, 3, 0.726107
TimingsLogBatch, 274, 4, 1.503037
TimingsLogBatch, 275, 5, 2.670619
TimingsLogBatch, 276, 0, 0.579050
TimingsLogBatch, 277, 1, 0.636216
TimingsLogBatch, 278, 2, 0.664070
TimingsLogBatch, 279, 3, 0.731257
TimingsLogBatch, 280, 4, 1.543135
TimingsLogBatch, 281, 5, 2.746312
TimingsLogBatch, 282, 0, 0.575729
TimingsLogBatch, 283, 1, 0.634711
TimingsLogBatch, 284, 2, 0.659580
TimingsLogBatch, 285, 3, 0.718573
TimingsLogBatch, 286, 4, 1.400533
TimingsLogBatch, 287, 5, 2.417482
TimingsLogBatch, 288, 0, 0.579388
TimingsLogBatch, 289, 1, 0.638010
TimingsLogBatch, 290, 2, 0.661974
TimingsLogBatch, 291, 3, 0.722447
TimingsLogBatch, 292, 4, 1.402984
TimingsLogBatch, 293, 5, 2.435936
TimingsLogBatch, 294, 0, 0.589510
TimingsLogBatch, 295, 1, 0.645007
TimingsLogBatch, 296, 2, 0.673949
TimingsLogBatch, 297, 3, 0.744297
TimingsLogBatch, 298, 4, 1.530793
TimingsLogBatch, 299, 5, 2.712776
TimingsLogMfc1, 0, 0, 0.087706
TimingsLogMfc1, 1, 1, 0.093086
TimingsLogMfc1, 2, 2, 0.099140
TimingsLogMfc1, 3, 3, 0.108082
TimingsLogMfc1, 4, 4, 0.172272
TimingsLogMfc1, 5, 5, 0.250495
TimingsLogMfc1, 6, 0, 0.090215
TimingsLogMfc1, 7, 1, 0.094558
TimingsLogMfc1, 8, 2, 0.099683
TimingsLogMfc1, 9, 3, 0.109072
TimingsLogMfc1, 10, 4, 0.172580
TimingsLogMfc1, 11, 5, 0.250649
TimingsLogMfc1, 12, 0, 0.091306
TimingsLogMfc1, 13, 1, 0.096766
TimingsLogMfc1, 14, 2, 0.103375
TimingsLogMfc1, 15, 3, 0.112496
TimingsLogMfc1, 16, 4, 0.173868
TimingsLogMfc1, 17, 5, 0.252555
TimingsLogMfc1, 18, 0, 0.091813
