Method, FileNum, DataSet, Time (minutes)
TimingsLog7Zip, 222, 0, 0.043271
TimingsLog7Zip, 223, 1, 0.047611
TimingsLog7Zip, 224, 2, 0.052889
TimingsLog7Zip, 225, 3, 0.062939
TimingsLog7Zip, 226, 4, 0.127505
TimingsLog7Zip, 227, 5, 0.215219
TimingsLog7Zip, 228, 0, 0.044016
TimingsLog7Zip, 229, 1, 0.048271
TimingsLog7Zip, 230, 2, 0.053110
TimingsLog7Zip, 231, 3, 0.060888
TimingsLog7Zip, 232, 4, 0.127210
TimingsLog7Zip, 233, 5, 0.215249
TimingsLog7Zip, 234, 0, 0.045805
TimingsLog7Zip, 235, 1, 0.050062
TimingsLog7Zip, 236, 2, 0.054060
TimingsLog7Zip, 237, 3, 0.062180
TimingsLog7Zip, 238, 4, 0.128319
TimingsLog7Zip, 239, 5, 0.215529
TimingsLog7Zip, 240, 0, 0.046407
TimingsLog7Zip, 241, 1, 0.050602
TimingsLog7Zip, 242, 2, 0.053830
TimingsLog7Zip, 243, 3, 0.064151
TimingsLog7Zip, 244, 4, 0.122915
TimingsLog7Zip, 245, 5, 0.211093
TimingsLog7Zip, 246, 0, 0.046775
TimingsLog7Zip, 247, 1, 0.050804
TimingsLog7Zip, 248, 2, 0.053532
TimingsLog7Zip, 249, 3, 0.059544
TimingsLog7Zip, 250, 4, 0.121384
TimingsLog7Zip, 251, 5, 0.214486
TimingsLog7Zip, 252, 0, 0.051914
TimingsLog7Zip, 253, 1, 0.055898
TimingsLog7Zip, 254, 2, 0.057167
TimingsLog7Zip, 255, 3, 0.064458
TimingsLog7Zip, 256, 4, 0.126232
TimingsLog7Zip, 257, 5, 0.215897
TimingsLog7Zip, 258, 0, 0.053273
TimingsLog7Zip, 259, 1, 0.057274
TimingsLog7Zip, 260, 2, 0.061099
TimingsLog7Zip, 261, 3, 0.069176
TimingsLog7Zip, 262, 4, 0.134175
TimingsLog7Zip, 263, 5, 0.221784
TimingsLog7Zip, 264, 0, 0.054462
TimingsLog7Zip, 265, 1, 0.058401
TimingsLog7Zip, 266, 2, 0.058966
TimingsLog7Zip, 267, 3, 0.070405
TimingsLog7Zip, 268, 4, 0.138795
TimingsLog7Zip, 269, 5, 0.223292
TimingsLog7Zip, 270, 0, 0.051489
TimingsLog7Zip, 271, 1, 0.058564
TimingsLog7Zip, 272, 2, 0.061785
TimingsLog7Zip, 273, 3, 0.064478
TimingsLog7Zip, 274, 4, 0.125205
TimingsLog7Zip, 275, 5, 0.217762
TimingsLog7Zip, 276, 0, 0.052490
TimingsLog7Zip, 277, 1, 0.056660
TimingsLog7Zip, 278, 2, 0.061382
TimingsLog7Zip, 279, 3, 0.068264
TimingsLog7Zip, 280, 4, 0.136517
TimingsLog7Zip, 281, 5, 0.224965
TimingsLog7Zip, 282, 0, 0.053456
TimingsLog7Zip, 283, 1, 0.058352
TimingsLog7Zip, 284, 2, 0.061881
TimingsLog7Zip, 285, 3, 0.069493
TimingsLog7Zip, 286, 4, 0.137826
TimingsLog7Zip, 287, 5, 0.227272
TimingsLog7Zip, 288, 0, 0.058337
TimingsLog7Zip, 289, 1, 0.058504
TimingsLog7Zip, 290, 2, 0.063262
TimingsLog7Zip, 291, 3, 0.070314
TimingsLog7Zip, 292, 4, 0.130884
TimingsLog7Zip, 293, 5, 0.220354
TimingsLog7Zip, 294, 0, 0.055732
TimingsLog7Zip, 295, 1, 0.059066
TimingsLog7Zip, 296, 2, 0.063360
TimingsLog7Zip, 297, 3, 0.070397
TimingsLog7Zip, 298, 4, 0.135643
TimingsLog7Zip, 299, 5, 0.222625
TimingsLogBatch, 0, 0, 0.393858
TimingsLogBatch, 1, 1, 0.435771
TimingsLogBatch, 2, 2, 0.487894
TimingsLogBatch, 3, 3, 0.608641
TimingsLogBatch, 4, 4, 1.605205
TimingsLogBatch, 5, 5, 3.058761
TimingsLogBatch, 6, 0, 0.441014
TimingsLogBatch, 7, 1, 0.486371
TimingsLogBatch, 8, 2, 0.525097
TimingsLogBatch, 9, 3, 0.618303
TimingsLogBatch, 10, 4, 1.618058
TimingsLogBatch, 11, 5, 3.082333
TimingsLogBatch, 12, 0, 0.446478
TimingsLogBatch, 13, 1, 0.491065
TimingsLogBatch, 14, 2, 0.530329
TimingsLogBatch, 15, 3, 0.620025
TimingsLogBatch, 16, 4, 1.614261
TimingsLogBatch, 17, 5, 3.075202
TimingsLogBatch, 18, 0, 0.442848
TimingsLogBatch, 19, 1, 0.490557
TimingsLogBatch, 20, 2, 0.525525
TimingsLogBatch, 21, 3, 0.607433
TimingsLogBatch, 22, 4, 1.514163
TimingsLogBatch, 23, 5, 2.858865
TimingsLogBatch, 24, 0, 0.450527
TimingsLogBatch, 25, 1, 0.494622
TimingsLogBatch, 26, 2, 0.536077
TimingsLogBatch, 27, 3, 0.628830
TimingsLogBatch, 28, 4, 1.629527
TimingsLogBatch, 29, 5, 3.086236
TimingsLogBatch, 30, 0, 0.443295
TimingsLogBatch, 31, 1, 0.495847
TimingsLogBatch, 32, 2, 0.531627
TimingsLogBatch, 33, 3, 0.615718
TimingsLogBatch, 34, 4, 1.525875
TimingsLogBatch, 35, 5, 2.877307
TimingsLogBatch, 36, 0, 0.451874
TimingsLogBatch, 37, 1, 0.497905
TimingsLogBatch, 38, 2, 0.534560
TimingsLogBatch, 39, 3, 0.618752
TimingsLogBatch, 40, 4, 1.526803
TimingsLogBatch, 41, 5, 2.887917
TimingsLogBatch, 42, 0, 0.461894
TimingsLogBatch, 43, 1, 0.504969
TimingsLogBatch, 44, 2, 0.544783
TimingsLogBatch, 45, 3, 0.635927
TimingsLogBatch, 46, 4, 1.634267
TimingsLogBatch, 47, 5, 3.121513
TimingsLogBatch, 48, 0, 0.461837
TimingsLogBatch, 49, 1, 0.511017
TimingsLogBatch, 50, 2, 0.551349
TimingsLogBatch, 51, 3, 0.639854
TimingsLogBatch, 52, 4, 1.621972
TimingsLogBatch, 53, 5, 3.028610
TimingsLogBatch, 54, 0, 0.462285
TimingsLogBatch, 55, 1, 0.509960
TimingsLogBatch, 56, 2, 0.547506
TimingsLogBatch, 57, 3, 0.638040
TimingsLogBatch, 58, 4, 1.603336
TimingsLogBatch, 59, 5, 3.015857
TimingsLogBatch, 60, 0, 0.466999
TimingsLogBatch, 61, 1, 0.513433
TimingsLogBatch, 62, 2, 0.549006
TimingsLogBatch, 63, 3, 0.624925
TimingsLogBatch, 64, 4, 1.516621
TimingsLogBatch, 65, 5, 2.858320
TimingsLogBatch, 66, 0, 0.470329
TimingsLogBatch, 67, 1, 0.518393
TimingsLogBatch, 68, 2, 0.554655
TimingsLogBatch, 69, 3, 0.645684
TimingsLogBatch, 70, 4, 1.633016
TimingsLogBatch, 71, 5, 3.069581
TimingsLogBatch, 72, 0, 0.477459
TimingsLogBatch, 73, 1, 0.520099
TimingsLogBatch, 74, 2, 0.558173
TimingsLogBatch, 75, 3, 0.641904
TimingsLogBatch, 76, 4, 1.580446
TimingsLogBatch, 77, 5, 2.946421
TimingsLogBatch, 78, 0, 0.474323
TimingsLogBatch, 79, 1, 0.523399
TimingsLogBatch, 80, 2, 0.560513
TimingsLogBatch, 81, 3, 0.650096
TimingsLogBatch, 82, 4, 1.619336
TimingsLogBatch, 83, 5, 3.071289
TimingsLogBatch, 84, 0, 0.482232
TimingsLogBatch, 85, 1, 0.529873
TimingsLogBatch, 86, 2, 0.569585
TimingsLogBatch, 87, 3, 0.662964
TimingsLogBatch, 88, 4, 1.650959
TimingsLogBatch, 89, 5, 3.116761
TimingsLogBatch, 90, 0, 0.459215
TimingsLogBatch, 91, 1, 0.523100
TimingsLogBatch, 92, 2, 0.551297
TimingsLogBatch, 93, 3, 0.618504
TimingsLogBatch, 94, 4, 1.371467
TimingsLogBatch, 95, 5, 2.509081
TimingsLogBatch, 96, 0, 0.489683
TimingsLogBatch, 97, 1, 0.534440
TimingsLogBatch, 98, 2, 0.570898
TimingsLogBatch, 99, 3, 0.658570
TimingsLogBatch, 100, 4, 1.617286
TimingsLogBatch, 101, 5, 3.028406
TimingsLogBatch, 102, 0, 0.491497
TimingsLogBatch, 103, 1, 0.538856
TimingsLogBatch, 104, 2, 0.576819
TimingsLogBatch, 105, 3, 0.669284
TimingsLogBatch, 106, 4, 1.664358
TimingsLogBatch, 107, 5, 3.098108
TimingsLogBatch, 108, 0, 0.487155
TimingsLogBatch, 109, 1, 0.539056
TimingsLogBatch, 110, 2, 0.573133
TimingsLogBatch, 111, 3, 0.655365
TimingsLogBatch, 112, 4, 1.564291
TimingsLogBatch, 113, 5, 2.896699
TimingsLogBatch, 114, 0, 0.485390
TimingsLogBatch, 115, 1, 0.538196
TimingsLogBatch, 116, 2, 0.567649
TimingsLogBatch, 117, 3, 0.644094
TimingsLogBatch, 118, 4, 1.463438
TimingsLogBatch, 119, 5, 2.690575
TimingsLogBatch, 120, 0, 0.499419
TimingsLogBatch, 121, 1, 0.545424
TimingsLogBatch, 122, 2, 0.581303
TimingsLogBatch, 123, 3, 0.667874
TimingsLogBatch, 124, 4, 1.595720
TimingsLogBatch, 125, 5, 2.989173
TimingsLogBatch, 126, 0, 0.504086
TimingsLogBatch, 127, 1, 0.551882
TimingsLogBatch, 128, 2, 0.590416
TimingsLogBatch, 129, 3, 0.682599
TimingsLogBatch, 130, 4, 1.672011
TimingsLogBatch, 131, 5, 3.131505
TimingsLogBatch, 132, 0, 0.509108
TimingsLogBatch, 133, 1, 0.553939
TimingsLogBatch, 134, 2, 0.589859
TimingsLogBatch, 135, 3, 0.683437
TimingsLogBatch, 136, 4, 1.676035
TimingsLogBatch, 137, 5, 3.130711
TimingsLogBatch, 138, 0, 0.503228
TimingsLogBatch, 139, 1, 0.554622
TimingsLogBatch, 140, 2, 0.589012
TimingsLogBatch, 141, 3, 0.657653
TimingsLogBatch, 142, 4, 1.482860
TimingsLogBatch, 143, 5, 2.731324
TimingsLogBatch, 144, 0, 0.510515
TimingsLogBatch, 145, 1, 0.558919
TimingsLogBatch, 146, 2, 0.596031
TimingsLogBatch, 147, 3, 0.677890
TimingsLogBatch, 148, 4, 1.588012
TimingsLogBatch, 149, 5, 2.961283
TimingsLogBatch, 150, 0, 0.503575
TimingsLogBatch, 151, 1, 0.557026
TimingsLogBatch, 152, 2, 0.594353
TimingsLogBatch, 153, 3, 0.664002
TimingsLogBatch, 154, 4, 1.427808
TimingsLogBatch, 155, 5, 2.590548
TimingsLogBatch, 156, 0, 0.515399
TimingsLogBatch, 157, 1, 0.567289
TimingsLogBatch, 158, 2, 0.604606
TimingsLogBatch, 159, 3, 0.686107
TimingsLogBatch, 160, 4, 1.610938
TimingsLogBatch, 161, 5, 3.021704
TimingsLogBatch, 162, 0, 0.521876
TimingsLogBatch, 163, 1, 0.571026
TimingsLogBatch, 164, 2, 0.609509
TimingsLogBatch, 165, 3, 0.701503
TimingsLogBatch, 166, 4, 1.690247
TimingsLogBatch, 167, 5, 3.114799
TimingsLogBatch, 168, 0, 0.519565
TimingsLogBatch, 169, 1, 0.573375
TimingsLogBatch, 170, 2, 0.608038
TimingsLogBatch, 171, 3, 0.692542
TimingsLogBatch, 172, 4, 1.620420
TimingsLogBatch, 173, 5, 3.001167
TimingsLogBatch, 174, 0, 0.532358
TimingsLogBatch, 175, 1, 0.576844
TimingsLogBatch, 176, 2, 0.616928
TimingsLogBatch, 177, 3, 0.712440
TimingsLogBatch, 178, 4, 1.706275
TimingsLogBatch, 179, 5, 3.184217
TimingsLogBatch, 180, 0, 0.528925
TimingsLogBatch, 181, 1, 0.577464
TimingsLogBatch, 182, 2, 0.615359
TimingsLogBatch, 183, 3, 0.699631
TimingsLogBatch, 184, 4, 1.663536
TimingsLogBatch, 185, 5, 3.084083
TimingsLogBatch, 186, 0, 0.535414
TimingsLogBatch, 187, 1, 0.583255
TimingsLogBatch, 188, 2, 0.623599
TimingsLogBatch, 189, 3, 0.719584
TimingsLogBatch, 190, 4, 1.706571
TimingsLogBatch, 191, 5, 3.204395
TimingsLogBatch, 192, 0, 0.541792
TimingsLogBatch, 193, 1, 0.586216
TimingsLogBatch, 194, 2, 0.625034
TimingsLogBatch, 195, 3, 0.716848
TimingsLogBatch, 196, 4, 1.713615
TimingsLogBatch, 197, 5, 3.176007
TimingsLogBatch, 198, 0, 0.544940
TimingsLogBatch, 199, 1, 0.589594
TimingsLogBatch, 200, 2, 0.629008
TimingsLogBatch, 201, 3, 0.725805
TimingsLogBatch, 202, 4, 1.736605
TimingsLogBatch, 203, 5, 3.187207
TimingsLogBatch, 204, 0, 0.540733
TimingsLogBatch, 205, 1, 0.590681
TimingsLogBatch, 206, 2, 0.627121
TimingsLogBatch, 207, 3, 0.714371
TimingsLogBatch, 208, 4, 1.658470
TimingsLogBatch, 209, 5, 3.065226
TimingsLogBatch, 210, 0, 0.567410
TimingsLogBatch, 211, 1, 0.605338
TimingsLogBatch, 212, 2, 0.637235
TimingsLogBatch, 213, 3, 0.730666
TimingsLogBatch, 214, 4, 1.734851
TimingsLogBatch, 215, 5, 3.207780
TimingsLogBatch, 216, 0, 0.552827
TimingsLogBatch, 217, 1, 0.599140
TimingsLogBatch, 218, 2, 0.634525
TimingsLogBatch, 219, 3, 0.720698
TimingsLogBatch, 220, 4, 1.607965
TimingsLogBatch, 221, 5, 2.945347
TimingsLogBatch, 222, 0, 0.558192
TimingsLogBatch, 223, 1, 0.604513
TimingsLogBatch, 224, 2, 0.654522
TimingsLogBatch, 225, 3, 0.745558
TimingsLogBatch, 226, 4, 1.717479
TimingsLogBatch, 227, 5, 3.170835
TimingsLogBatch, 228, 0, 0.553633
TimingsLogBatch, 229, 1, 0.606298
TimingsLogBatch, 230, 2, 0.644047
TimingsLogBatch, 231, 3, 0.733237
TimingsLogBatch, 232, 4, 1.704079
TimingsLogBatch, 233, 5, 3.100245
TimingsLogBatch, 234, 0, 0.562292
TimingsLogBatch, 235, 1, 0.611673
TimingsLogBatch, 236, 2, 0.649413
TimingsLogBatch, 237, 3, 0.743322
TimingsLogBatch, 238, 4, 1.702157
TimingsLogBatch, 239, 5, 3.128394
TimingsLogBatch, 240, 0, 0.558968
TimingsLogBatch, 241, 1, 0.614358
TimingsLogBatch, 242, 2, 0.646600
TimingsLogBatch, 243, 3, 0.731323
TimingsLogBatch, 244, 4, 1.629356
TimingsLogBatch, 245, 5, 2.945951
TimingsLogBatch, 246, 0, 0.556086
TimingsLogBatch, 247, 1, 0.613014
TimingsLogBatch, 248, 2, 0.642583
TimingsLogBatch, 249, 3, 0.711465
TimingsLogBatch, 250, 4, 1.508815
TimingsLogBatch, 251, 5, 2.736827
TimingsLogBatch, 252, 0, 0.579734
TimingsLogBatch, 253, 1, 0.625738
TimingsLogBatch, 254, 2, 0.655269
TimingsLogBatch, 255, 3, 0.740150
TimingsLogBatch, 256, 4, 1.649911
TimingsLogBatch, 257, 5, 3.028168
TimingsLogBatch, 258, 0, 0.594349
TimingsLogBatch, 259, 1, 0.642186
TimingsLogBatch, 260, 2, 0.680771
TimingsLogBatch, 261, 3, 0.772999
TimingsLogBatch, 262, 4, 1.742414
TimingsLogBatch, 263, 5, 3.236487
TimingsLogBatch, 264, 0, 0.600564
TimingsLogBatch, 265, 1, 0.639861
TimingsLogBatch, 266, 2, 0.683382
TimingsLogBatch, 267, 3, 0.778199
TimingsLogBatch, 268, 4, 1.761337
TimingsLogBatch, 269, 5, 3.202230
TimingsLogBatch, 270, 0, 0.583284
TimingsLogBatch, 271, 1, 0.643735
TimingsLogBatch, 272, 2, 0.668814
TimingsLogBatch, 273, 3, 0.734520
TimingsLogBatch, 274, 4, 1.554988
TimingsLogBatch, 275, 5, 2.776740
TimingsLogBatch, 276, 0, 0.592887
TimingsLogBatch, 277, 1, 0.638031
TimingsLogBatch, 278, 2, 0.682020
TimingsLogBatch, 279, 3, 0.768821
TimingsLogBatch, 280, 4, 1.754632
TimingsLogBatch, 281, 5, 3.201017
TimingsLogBatch, 282, 0, 0.594052
TimingsLogBatch, 283, 1, 0.642812
TimingsLogBatch, 284, 2, 0.679775
TimingsLogBatch, 285, 3, 0.769520
TimingsLogBatch, 286, 4, 1.761959
TimingsLogBatch, 287, 5, 3.224431
TimingsLogBatch, 288, 0, 0.595986
TimingsLogBatch, 289, 1, 0.645849
TimingsLogBatch, 290, 2, 0.682241
TimingsLogBatch, 291, 3, 0.757791
TimingsLogBatch, 292, 4, 1.624575
TimingsLogBatch, 293, 5, 2.922765
TimingsLogBatch, 294, 0, 0.599906
TimingsLogBatch, 295, 1, 0.648863
TimingsLogBatch, 296, 2, 0.685170
TimingsLogBatch, 297, 3, 0.774740
TimingsLogBatch, 298, 4, 1.709118
TimingsLogBatch, 299, 5, 3.085615
TimingsLogMfc1, 0, 0, 0.087953
TimingsLogMfc1, 1, 1, 0.093386
TimingsLogMfc1, 2, 2, 0.099607
TimingsLogMfc1, 3, 3, 0.107617
TimingsLogMfc1, 4, 4, 0.173740
TimingsLogMfc1, 5, 5, 0.251873
TimingsLogMfc1, 6, 0, 0.089586
TimingsLogMfc1, 7, 1, 0.095687
TimingsLogMfc1, 8, 2, 0.101513
TimingsLogMfc1, 9, 3, 0.110866
TimingsLogMfc1, 10, 4, 0.172913
TimingsLogMfc1, 11, 5, 0.250550
TimingsLogMfc1, 12, 0, 0.090407
TimingsLogMfc1, 13, 1, 0.097116
TimingsLogMfc1, 14, 2, 0.102871
TimingsLogMfc1, 15, 3, 0.112380
TimingsLogMfc1, 16, 4, 0.174013
TimingsLogMfc1, 17, 5, 0.252436
TimingsLogMfc1, 18, 0, 0.090879
